run,scenario,round,group,modules,utility,cumulative_utility,quality_true,quality_surface,fatal,trust_mean,trust_var,trust_gini,collapse_index,a9_selected,a10_selected
2,safety_critical,9,TTB,4,-400.0,-460.0,0.5,0.75,1,0.48952138382853433,0.07451950132377276,0.5028011204481793,0.3073949579831933,0,0
2,safety_critical,10,TTB,5,-400.0,-860.0,0.2,0.4,2,0.48511220061184457,0.0744383020986424,0.5178571428571428,0.31071428571428567,0,0
2,safety_critical,1,MOO,5,-400.0,-400.0,0.4,0.8,2,0.4979792173030348,0.08176751542019768,0.1992481203007519,0.11954887218045113,0,0
2,safety_critical,2,MOO,3,40.0,-360.0,0.3333333333333333,0.3333333333333333,0,0.4949096426727463,0.08085779735633548,0.2402597402597404,0.14415584415584423,0,0
2,safety_critical,3,MOO,5,-400.0,-760.0,0.4,0.8,1,0.4896608069607471,0.0797968512558341,0.2936507936507937,0.17619047619047623,0,0
2,safety_critical,4,MOO,3,40.0,-720.0,0.6666666666666666,0.6666666666666666,0,0.49017347657409466,0.07899248623841487,0.30952380952380953,0.18571428571428572,0,0
2,safety_critical,5,MOO,4,100.0,-620.0,1.0,0.5,0,0.4950384721768862,0.07801268967934208,0.3487394957983194,0.20924369747899166,0,0
2,safety_critical,6,MOO,5,-400.0,-1020.0,0.4,0.6,2,0.49076862497625157,0.07731887422374951,0.3937728937728937,0.2362637362637362,0,0
2,safety_critical,7,MOO,5,-400.0,-1420.0,0.6,1.0,1,0.48909785490247487,0.07660380702703477,0.42207792207792205,0.2532467532467532,0,0
2,safety_critical,8,MOO,3,40.0,-1380.0,0.3333333333333333,0.6666666666666666,0,0.4889563494634806,0.07628804496126536,0.4240121580547114,0.2544072948328268,0,0
2,safety_critical,9,MOO,4,40.0,-1340.0,0.75,0.5,0,0.4880389653660062,0.07566638940671044,0.43557422969187676,0.26134453781512607,0,0
2,safety_critical,10,MOO,5,40.0,-1300.0,0.8,0.6,0,0.49006331685127363,0.07516823343429166,0.46173469387755106,0.2770408163265306,0,0
1,observation_manipulated,1,TRUE,5,60.0,60.0,0.8,0.8,0,0.5045207974693241,0.0824779974632978,0.1992481203007519,0.11954887218045113,0,0
1,observation_manipulated,2,TRUE,4,100.0,160.0,1.0,0.5,0,0.5030479701798279,0.08205390580034454,0.29503105590062106,0.17701863354037264,0,0
1,observation_manipulated,3,TRUE,5,60.0,220.0,0.8,0.6,0,0.505690899600926,0.08133608518926169,0.3265306122448981,0.19591836734693885,0,0
1,observation_manipulated,4,TRUE,5,-220.0,0.0,0.8,0.4,1,0.5065454068071454,0.08022414963097171,0.3831168831168832,0.2298701298701299,0,0
1,observation_manipulated,5,TRUE,4,100.0,100.0,1.0,0.25,0,0.5063338603204256,0.07957178819342633,0.3918918918918919,0.23513513513513512,0,0
1,observation_manipulated,6,TRUE,4,-220.0,-120.0,0.5,1.0,1,0.5081996377102631,0.0787428419218346,0.3885017421602788,0.23310104529616726,0,0
1,observation_manipulated,7,TRUE,3,60.0,-60.0,0.6666666666666666,1.0,0,0.510196005335005,0.07812071321925866,0.3668831168831168,0.2201298701298701,0,0
1,observation_manipulated,8,TRUE,5,-220.0,-280.0,0.6,0.6,1,0.5137819190780489,0.07760375394875332,0.3688046647230321,0.22128279883381924,0,0
1,observation_manipulated,9,TRUE,5,60.0,-220.0,0.8,0.4,0,0.5116152107238341,0.07700138446595217,0.3677248677248677,0.2206349206349206,0,0
1,observation_manipulated,10,TRUE,5,60.0,-160.0,0.6,0.8,0,0.5113158781153347,0.07627621058573963,0.3547215496368039,0.21283292978208235,0,0
1,observation_manipulated,1,Blind,5,60.0,60.0,0.8,0.6,0,0.5,0.08333333333333327,0.24436090225563922,0.14661654135338353,0,0
1,observation_manipulated,2,Blind,4,-220.0,-160.0,0.0,0.5,1,0.5,0.08333333333333327,0.3012422360248448,0.18074534161490688,0,0
1,observation_manipulated,3,Blind,5,-220.0,-380.0,0.4,0.6,2,0.5,0.08333333333333327,0.3877551020408163,0.23265306122448978,0,0
1,observation_manipulated,4,Blind,5,-220.0,-600.0,0.4,0.4,1,0.5,0.08333333333333327,0.3787878787878789,0.22727272727272732,0,0
1,observation_manipulated,5,Blind,4,-220.0,-820.0,0.25,0.75,2,0.5,0.08333333333333327,0.4343629343629345,0.2606177606177607,0,0
1,observation_manipulated,6,Blind,4,-220.0,-1040.0,0.25,0.25,1,0.5,0.08333333333333327,0.4337979094076656,0.26027874564459935,0,0
1,observation_manipulated,7,Blind,3,60.0,-980.0,0.6666666666666666,0.6666666666666666,0,0.5,0.08333333333333327,0.4058441558441559,0.24350649350649353,0,0
1,observation_manipulated,8,Blind,5,-220.0,-1200.0,0.0,0.4,2,0.5,0.08333333333333327,0.43877551020408156,0.2632653061224489,0,0
1,observation_manipulated,9,Blind,5,-220.0,-1420.0,0.4,0.4,1,0.5,0.08333333333333327,0.4656084656084656,0.2793650793650793,0,0
1,observation_manipulated,10,Blind,5,-220.0,-1640.0,0.2,0.2,1,0.5,0.08333333333333327,0.45883777239709445,0.27530266343825666,0,0
1,observation_manipulated,1,TTB,5,-220.0,-220.0,0.0,0.4,3,0.4980222351123813,0.082551408616925,0.2293233082706767,0.13759398496240602,0,0
